VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_TEXCOORD0.x, in_TEXCOORD0.y
793, 205, -0.05936,  0.12783,  0.05578,  0.63013,  0.44471
794, 195, -0.06389,  0.13205,  0.04015,  0.5971,  0.45701
795, 203, -0.07068,  0.12292,  0.05822,  0.63785,  0.47223
796, 206, -0.05653,  0.12122,  0.07044,  0.66352,  0.43742
797, 205, -0.05936,  0.12783,  0.05578,  0.63013,  0.44471
798, 207, -0.06871,  0.11679,  0.07243,  0.67182,  0.46678
799, 206, -0.05653,  0.12122,  0.07044,  0.66352,  0.43742
800, 203, -0.07068,  0.12292,  0.05822,  0.63785,  0.47223
801, 204, -0.08223,  0.11771,  0.06003,  0.64491,  0.50059
802, 207, -0.06871,  0.11679,  0.07243,  0.67182,  0.46678
803, 203, -0.07068,  0.12292,  0.05822,  0.63785,  0.47223
804, 198, -0.08367,  0.13714,  0.01547,  0.5428,  0.50371
805, 197, -0.07364,  0.14248,  0.01335,  0.54124,  0.47996
806, 208, -0.08076,  0.14957,  0.0041,  0.51406,  0.49268
807, 208, -0.08076,  0.14957,  0.0041,  0.51406,  0.49268
808, 209, -0.08893,  0.14394,  0.00532,  0.51577,  0.51357
809, 198, -0.08367,  0.13714,  0.01547,  0.5428,  0.50371
810, 198, -0.08367,  0.13714,  0.01547,  0.5428,  0.50371
811, 209, -0.08893,  0.14394,  0.00532,  0.51577,  0.51357
812, 200, -0.09572,  0.13377,  0.01795,  0.54383,  0.53004
813, 194, -0.06815,  0.1365,  0.02507,  0.56677,  0.46791
814, 210, -0.06406,  0.14952,  0.01093,  0.53654,  0.45576
815, 197, -0.07364,  0.14248,  0.01335,  0.54124,  0.47996
816, 197, -0.07364,  0.14248,  0.01335,  0.54124,  0.47996
817, 210, -0.06406,  0.14952,  0.01093,  0.53654,  0.45576
818, 211, -0.07343,  0.15787,  0.0037,  0.51247,  0.472
819, 197, -0.07364,  0.14248,  0.01335,  0.54124,  0.47996
820, 211, -0.07343,  0.15787,  0.0037,  0.51247,  0.472
821, 208, -0.08076,  0.14957,  0.0041,  0.51406,  0.49268
822, 212, -0.06782,  0.16545,  0.00296,  0.50958,  0.45625
823, 211, -0.07343,  0.15787,  0.0037,  0.51247,  0.472
824, 210, -0.06406,  0.14952,  0.01093,  0.53654,  0.45576
825, 213, -0.08099,  0.1134,  0.07395,  0.67758,  0.4965
826, 207, -0.06871,  0.11679,  0.07243,  0.67182,  0.46678
827, 204, -0.08223,  0.11771,  0.06003,  0.64491,  0.50059
828, 213, -0.08099,  0.1134,  0.07395,  0.67758,  0.4965
829, 214, -0.0683,  0.10808,  0.08808,  0.71094,  0.46352
830, 207, -0.06871,  0.11679,  0.07243,  0.67182,  0.46678
831, 215, -0.08147,  0.10584,  0.08902,  0.71576,  0.49502
832, 214, -0.0683,  0.10808,  0.08808,  0.71094,  0.46352
833, 213, -0.08099,  0.1134,  0.07395,  0.67758,  0.4965
834, 213, -0.08099,  0.1134,  0.07395,  0.67758,  0.4965
835, 204, -0.08223,  0.11771,  0.06003,  0.64491,  0.50059
836, 216, -0.09577,  0.11548,  0.06189,  0.65016,  0.53319
837, 216, -0.09577,  0.11548,  0.06189,  0.65016,  0.53319
838, 217, -0.09461,  0.11102,  0.07561,  0.68078,  0.53033
839, 213, -0.08099,  0.1134,  0.07395,  0.67758,  0.4965
840, 215, -0.08147,  0.10584,  0.08902,  0.71576,  0.49502
841, 213, -0.08099,  0.1134,  0.07395,  0.67758,  0.4965
842, 217, -0.09461,  0.11102,  0.07561,  0.68078,  0.53033
843, 217, -0.09461,  0.11102,  0.07561,  0.68078,  0.53033
844, 218, -0.09404,  0.10403,  0.09102,  0.72204,  0.52478
845, 215, -0.08147,  0.10584,  0.08902,  0.71576,  0.49502
846, 207, -0.06871,  0.11679,  0.07243,  0.67182,  0.46678
847, 214, -0.0683,  0.10808,  0.08808,  0.71094,  0.46352
848, 219, -0.0536,  0.11164,  0.08612,  0.70206,  0.42903
849, 219, -0.0536,  0.11164,  0.08612,  0.70206,  0.42903
850, 206, -0.05653,  0.12122,  0.07044,  0.66352,  0.43742
851, 207, -0.06871,  0.11679,  0.07243,  0.67182,  0.46678
852, 206, -0.05653,  0.12122,  0.07044,  0.66352,  0.43742
853, 219, -0.0536,  0.11164,  0.08612,  0.70206,  0.42903
854, 220, -0.04476,  0.11378,  0.08336,  0.69425,  0.40871
855, 220, -0.04476,  0.11378,  0.08336,  0.69425,  0.40871
856, 221, -0.04954,  0.12392,  0.068,  0.6562,  0.42095
857, 206, -0.05653,  0.12122,  0.07044,  0.66352,  0.43742
858, 221, -0.04954,  0.12392,  0.068,  0.6562,  0.42095
859, 205, -0.05936,  0.12783,  0.05578,  0.63013,  0.44471
860, 206, -0.05653,  0.12122,  0.07044,  0.66352,  0.43742
861, 215, -0.08147,  0.10584,  0.08902,  0.71576,  0.49502
862, 132, -0.06807,  0.09361,  0.10088,  0.75367,  0.45934
863, 214, -0.0683,  0.10808,  0.08808,  0.71094,  0.46352
864, 132, -0.06807,  0.09361,  0.10088,  0.75367,  0.45934
865, 215, -0.08147,  0.10584,  0.08902,  0.71576,  0.49502
866, 222, -0.08326,  0.09151,  0.10206,  0.76107,  0.49443
867, 215, -0.08147,  0.10584,  0.08902,  0.71576,  0.49502
868, 218, -0.09404,  0.10403,  0.09102,  0.72204,  0.52478
869, 222, -0.08326,  0.09151,  0.10206,  0.76107,  0.49443
870, 129, -0.06657,  0.07525,  0.10891,  0.79887,  0.44806
871, 132, -0.06807,  0.09361,  0.10088,  0.75367,  0.45934
872, 222, -0.08326,  0.09151,  0.10206,  0.76107,  0.49443
873, 222, -0.08326,  0.09151,  0.10206,  0.76107,  0.49443
874, 127, -0.08433,  0.07322,  0.11219,  0.81012,  0.48993
875, 129, -0.06657,  0.07525,  0.10891,  0.79887,  0.44806
876, 214, -0.0683,  0.10808,  0.08808,  0.71094,  0.46352
877, 132, -0.06807,  0.09361,  0.10088,  0.75367,  0.45934
878, 133, -0.04934,  0.09695,  0.09737,  0.74096,  0.41554
879, 133, -0.04934,  0.09695,  0.09737,  0.74096,  0.41554
880, 219, -0.0536,  0.11164,  0.08612,  0.70206,  0.42903
881, 214, -0.0683,  0.10808,  0.08808,  0.71094,  0.46352
882, 220, -0.04476,  0.11378,  0.08336,  0.69425,  0.40871
883, 219, -0.0536,  0.11164,  0.08612,  0.70206,  0.42903
884, 133, -0.04934,  0.09695,  0.09737,  0.74096,  0.41554
885, 133, -0.04934,  0.09695,  0.09737,  0.74096,  0.41554
886, 223, -0.03946,  0.10017,  0.0933,  0.72876,  0.39309
887, 220, -0.04476,  0.11378,  0.08336,  0.69425,  0.40871
888, 135, -0.03556,  0.08271,  0.0993,  0.76612,  0.37639
889, 223, -0.03946,  0.10017,  0.0933,  0.72876,  0.39309
890, 133, -0.04934,  0.09695,  0.09737,  0.74096,  0.41554
891, 218, -0.09404,  0.10403,  0.09102,  0.72204,  0.52478
892, 224, -0.09467,  0.09,  0.10345,  0.76717,  0.52063
893, 222, -0.08326,  0.09151,  0.10206,  0.76107,  0.49443
894, 222, -0.08326,  0.09151,  0.10206,  0.76107,  0.49443
895, 224, -0.09467,  0.09,  0.10345,  0.76717,  0.52063
896, 127, -0.08433,  0.07322,  0.11219,  0.81012,  0.48993
897, 224, -0.09467,  0.09,  0.10345,  0.76717,  0.52063
898, 124, -0.10482,  0.07129,  0.11536,  0.82151,  0.53821
899, 127, -0.08433,  0.07322,  0.11219,  0.81012,  0.48993
900, 221, -0.04954,  0.12392,  0.068,  0.6562,  0.42095
901, 220, -0.04476,  0.11378,  0.08336,  0.69425,  0.40871
902, 188, -0.03592,  0.11592,  0.07887,  0.68365,  0.38837
903, 188, -0.03592,  0.11592,  0.07887,  0.68365,  0.38837
904, 220, -0.04476,  0.11378,  0.08336,  0.69425,  0.40871
905, 223, -0.03946,  0.10017,  0.0933,  0.72876,  0.39309
906, 188, -0.03592,  0.11592,  0.07887,  0.68365,  0.38837
907, 186, -0.04256,  0.12662,  0.06404,  0.64625,  0.40471
908, 221, -0.04954,  0.12392,  0.068,  0.6562,  0.42095
909, 186, -0.04256,  0.12662,  0.06404,  0.64625,  0.40471
910, 185, -0.04743,  0.13262,  0.05057,  0.61631,  0.41679
911, 221, -0.04954,  0.12392,  0.068,  0.6562,  0.42095
912, 221, -0.04954,  0.12392,  0.068,  0.6562,  0.42095
913, 185, -0.04743,  0.13262,  0.05057,  0.61631,  0.41679
914, 205, -0.05936,  0.12783,  0.05578,  0.63013,  0.44471
915, 195, -0.06389,  0.13205,  0.04015,  0.5971,  0.45701
916, 205, -0.05936,  0.12783,  0.05578,  0.63013,  0.44471
917, 185, -0.04743,  0.13262,  0.05057,  0.61631,  0.41679
918, 223, -0.03946,  0.10017,  0.0933,  0.72876,  0.39309
919, 225, -0.02959,  0.1034,  0.08727,  0.71377,  0.37041
920, 188, -0.03592,  0.11592,  0.07887,  0.68365,  0.38837
921, 187, -0.02112,  0.12032,  0.06454,  0.65162,  0.35382
922, 188, -0.03592,  0.11592,  0.07887,  0.68365,  0.38837
923, 225, -0.02959,  0.1034,  0.08727,  0.71377,  0.37041
924, 225, -0.02959,  0.1034,  0.08727,  0.71377,  0.37041
925, 152, -0.01495,  0.11127,  0.06978,  0.67316,  0.33477
926, 187, -0.02112,  0.12032,  0.06454,  0.65162,  0.35382
927, 147, -0.00948,  0.09612,  0.07326,  0.70194,  0.31071
928, 152, -0.01495,  0.11127,  0.06978,  0.67316,  0.33477
929, 225, -0.02959,  0.1034,  0.08727,  0.71377,  0.37041
930, 225, -0.02959,  0.1034,  0.08727,  0.71377,  0.37041
931, 146, -0.02547,  0.08675,  0.09173,  0.74745,  0.35186
932, 147, -0.00948,  0.09612,  0.07326,  0.70194,  0.31071
933, 223, -0.03946,  0.10017,  0.0933,  0.72876,  0.39309
934, 135, -0.03556,  0.08271,  0.0993,  0.76612,  0.37639
935, 146, -0.02547,  0.08675,  0.09173,  0.74745,  0.35186
936, 146, -0.02547,  0.08675,  0.09173,  0.74745,  0.35186
937, 225, -0.02959,  0.1034,  0.08727,  0.71377,  0.37041
938, 223, -0.03946,  0.10017,  0.0933,  0.72876,  0.39309
939, 224, -0.09467,  0.09,  0.10345,  0.76717,  0.52063
940, 108, -0.10614,  0.08987,  0.10484,  0.77065,  0.54733
941, 124, -0.10482,  0.07129,  0.11536,  0.82151,  0.53821
942, 110, -0.12511,  0.06897,  0.12142,  0.83584,  0.58655
943, 124, -0.10482,  0.07129,  0.11536,  0.82151,  0.53821
944, 108, -0.10614,  0.08987,  0.10484,  0.77065,  0.54733
945, 107, -0.10741,  0.10319,  0.09302,  0.72767,  0.55508
946, 108, -0.10614,  0.08987,  0.10484,  0.77065,  0.54733
947, 224, -0.09467,  0.09,  0.10345,  0.76717,  0.52063
948, 218, -0.09404,  0.10403,  0.09102,  0.72204,  0.52478
949, 107, -0.10741,  0.10319,  0.09302,  0.72767,  0.55508
950, 224, -0.09467,  0.09,  0.10345,  0.76717,  0.52063
951, 109, -0.10815,  0.11081,  0.07675,  0.68358,  0.56085
952, 107, -0.10741,  0.10319,  0.09302,  0.72767,  0.55508
953, 218, -0.09404,  0.10403,  0.09102,  0.72204,  0.52478
954, 218, -0.09404,  0.10403,  0.09102,  0.72204,  0.52478
955, 217, -0.09461,  0.11102,  0.07561,  0.68078,  0.53033
956, 109, -0.10815,  0.11081,  0.07675,  0.68358,  0.56085
957, 226, -0.10898,  0.11571,  0.06365,  0.65354,  0.5613
958, 109, -0.10815,  0.11081,  0.07675,  0.68358,  0.56085
959, 217, -0.09461,  0.11102,  0.07561,  0.68078,  0.53033
960, 217, -0.09461,  0.11102,  0.07561,  0.68078,  0.53033
961, 216, -0.09577,  0.11548,  0.06189,  0.65016,  0.53319
962, 226, -0.10898,  0.11571,  0.06365,  0.65354,  0.5613
963, 227, -0.10996,  0.12023,  0.05026,  0.62292,  0.56377
964, 226, -0.10898,  0.11571,  0.06365,  0.65354,  0.5613
965, 216, -0.09577,  0.11548,  0.06189,  0.65016,  0.53319
966, 216, -0.09577,  0.11548,  0.06189,  0.65016,  0.53319
967, 228, -0.09741,  0.12,  0.04814,  0.61852,  0.53553
968, 227, -0.10996,  0.12023,  0.05026,  0.62292,  0.56377
969, 229, -0.11096,  0.12619,  0.03638,  0.58941,  0.56529
970, 227, -0.10996,  0.12023,  0.05026,  0.62292,  0.56377
971, 228, -0.09741,  0.12,  0.04814,  0.61852,  0.53553
972, 227, -0.10996,  0.12023,  0.05026,  0.62292,  0.56377
973, 229, -0.11096,  0.12619,  0.03638,  0.58941,  0.56529
974, 230, -0.13073,  0.13085,  0.04013,  0.59658,  0.6093
975, 230, -0.13073,  0.13085,  0.04013,  0.59658,  0.6093
976, 231, -0.13172,  0.12479,  0.05395,  0.62858,  0.61226
977, 227, -0.10996,  0.12023,  0.05026,  0.62292,  0.56377
978, 231, -0.13172,  0.12479,  0.05395,  0.62858,  0.61226
979, 226, -0.10898,  0.11571,  0.06365,  0.65354,  0.5613
980, 227, -0.10996,  0.12023,  0.05026,  0.62292,  0.56377
981, 232, -0.13036,  0.13845,  0.0247,  0.56023,  0.60755
982, 230, -0.13073,  0.13085,  0.04013,  0.59658,  0.6093
983, 229, -0.11096,  0.12619,  0.03638,  0.58941,  0.56529
984, 229, -0.11096,  0.12619,  0.03638,  0.58941,  0.56529
985, 233, -0.1123,  0.13304,  0.02141,  0.55225,  0.5675
986, 232, -0.13036,  0.13845,  0.0247,  0.56023,  0.60755
987, 234, -0.12982,  0.1436,  0.0111,  0.52704,  0.6057
988, 232, -0.13036,  0.13845,  0.0247,  0.56023,  0.60755
989, 233, -0.1123,  0.13304,  0.02141,  0.55225,  0.5675
990, 232, -0.13036,  0.13845,  0.0247,  0.56023,  0.60755
991, 234, -0.12982,  0.1436,  0.0111,  0.52704,  0.6057
992, 235, -0.14834,  0.14793,  0.01255,  0.53056,  0.64692
993, 235, -0.14834,  0.14793,  0.01255,  0.53056,  0.64692
994, 236, -0.14868,  0.14313,  0.02793,  0.56807,  0.64828
995, 232, -0.13036,  0.13845,  0.0247,  0.56023,  0.60755
996, 236, -0.14868,  0.14313,  0.02793,  0.56807,  0.64828
997, 230, -0.13073,  0.13085,  0.04013,  0.59658,  0.6093
998, 232, -0.13036,  0.13845,  0.0247,  0.56023,  0.60755
999, 236, -0.14868,  0.14313,  0.02793,  0.56807,  0.64828
1000, 237, -0.14945,  0.13672,  0.04351,  0.60144,  0.6508
1001, 230, -0.13073,  0.13085,  0.04013,  0.59658,  0.6093
1002, 238, -0.17329,  0.1444,  0.03079,  0.57502,  0.70356
1003, 237, -0.14945,  0.13672,  0.04351,  0.60144,  0.6508
1004, 236, -0.14868,  0.14313,  0.02793,  0.56807,  0.64828
1005, 237, -0.14945,  0.13672,  0.04351,  0.60144,  0.6508
1006, 238, -0.17329,  0.1444,  0.03079,  0.57502,  0.70356
1007, 239, -0.17348,  0.139,  0.04657,  0.60727,  0.70466
1008, 240, -0.17335,  0.14873,  0.01335,  0.53246,  0.70317
1009, 238, -0.17329,  0.1444,  0.03079,  0.57502,  0.70356
1010, 236, -0.14868,  0.14313,  0.02793,  0.56807,  0.64828
1011, 236, -0.14868,  0.14313,  0.02793,  0.56807,  0.64828
1012, 235, -0.14834,  0.14793,  0.01255,  0.53056,  0.64692
1013, 240, -0.17335,  0.14873,  0.01335,  0.53246,  0.70317
1014, 233, -0.1123,  0.13304,  0.02141,  0.55225,  0.5675
1015, 241, -0.11306,  0.1397,  0.00868,  0.52272,  0.56839
1016, 234, -0.12982,  0.1436,  0.0111,  0.52704,  0.6057
1017, 241, -0.11306,  0.1397,  0.00868,  0.52272,  0.56839
1018, 233, -0.1123,  0.13304,  0.02141,  0.55225,  0.5675
1019, 200, -0.09572,  0.13377,  0.01795,  0.54383,  0.53004
1020, 200, -0.09572,  0.13377,  0.01795,  0.54383,  0.53004
1021, 242, -0.0986,  0.13996,  0.00642,  0.51844,  0.53742
1022, 241, -0.11306,  0.1397,  0.00868,  0.52272,  0.56839
1023, 200, -0.09572,  0.13377,  0.01795,  0.54383,  0.53004
1024, 233, -0.1123,  0.13304,  0.02141,  0.55225,  0.5675
1025, 243, -0.09942,  0.12627,  0.03364,  0.58211,  0.53929
1026, 229, -0.11096,  0.12619,  0.03638,  0.58941,  0.56529
1027, 243, -0.09942,  0.12627,  0.03364,  0.58211,  0.53929
1028, 233, -0.1123,  0.13304,  0.02141,  0.55225,  0.5675
1029, 244, -0.15016,  0.13084,  0.05712,  0.63166,  0.65311
1030, 231, -0.13172,  0.12479,  0.05395,  0.62858,  0.61226
1031, 230, -0.13073,  0.13085,  0.04013,  0.59658,  0.6093
1032, 237, -0.14945,  0.13672,  0.04351,  0.60144,  0.6508
1033, 244, -0.15016,  0.13084,  0.05712,  0.63166,  0.65311
1034, 230, -0.13073,  0.13085,  0.04013,  0.59658,  0.6093
1035, 239, -0.17348,  0.139,  0.04657,  0.60727,  0.70466
1036, 244, -0.15016,  0.13084,  0.05712,  0.63166,  0.65311
1037, 237, -0.14945,  0.13672,  0.04351,  0.60144,  0.6508
1038, 245, -0.21888,  0.14009,  0.03471,  0.57861,  0.80676
1039, 239, -0.17348,  0.139,  0.04657,  0.60727,  0.70466
1040, 238, -0.17329,  0.1444,  0.03079,  0.57502,  0.70356
1041, 241, -0.11306,  0.1397,  0.00868,  0.52272,  0.56839
1042, 242, -0.0986,  0.13996,  0.00642,  0.51844,  0.53742
1043, 246, -0.10007,  0.14397, -1.07043E-06,  0.49999,  0.53863
1044, 246, -0.10007,  0.14397, -1.07043E-06,  0.49999,  0.53863
1045, 247, -0.11352,  0.14411, -1.09180E-06,  0.49998,  0.5675
1046, 241, -0.11306,  0.1397,  0.00868,  0.52272,  0.56839
1047, 243, -0.09942,  0.12627,  0.03364,  0.58211,  0.53929
1048, 199, -0.09019,  0.12737,  0.03159,  0.5784,  0.51838
1049, 200, -0.09572,  0.13377,  0.01795,  0.54383,  0.53004
1050, 200, -0.09572,  0.13377,  0.01795,  0.54383,  0.53004
1051, 209, -0.08893,  0.14394,  0.00532,  0.51577,  0.51357
1052, 242, -0.0986,  0.13996,  0.00642,  0.51844,  0.53742
1053, 248, -0.17292,  0.1509, -1.18212E-06,  0.49993,  0.70193
1054, 240, -0.17335,  0.14873,  0.01335,  0.53246,  0.70317
1055, 235, -0.14834,  0.14793,  0.01255,  0.53056,  0.64692
1056, 235, -0.14834,  0.14793,  0.01255,  0.53056,  0.64692
1057, 249, -0.1477,  0.15126, -1.14160E-06,  0.49995,  0.64507
1058, 248, -0.17292,  0.1509, -1.18212E-06,  0.49993,  0.70193
1059, 250, -0.21994,  0.14396,  0.01433,  0.5321,  0.80866
1060, 245, -0.21888,  0.14009,  0.03471,  0.57861,  0.80676
1061, 238, -0.17329,  0.1444,  0.03079,  0.57502,  0.70356
1062, 238, -0.17329,  0.1444,  0.03079,  0.57502,  0.70356
1063, 240, -0.17335,  0.14873,  0.01335,  0.53246,  0.70317
1064, 250, -0.21994,  0.14396,  0.01433,  0.5321,  0.80866
1065, 250, -0.21994,  0.14396,  0.01433,  0.5321,  0.80866
1066, 251, -0.27677,  0.1224,  0.02427,  0.55832,  0.93921
1067, 245, -0.21888,  0.14009,  0.03471,  0.57861,  0.80676
1068, 252, -0.27324,  0.11386,  0.06123,  0.64814,  0.93389
1069, 245, -0.21888,  0.14009,  0.03471,  0.57861,  0.80676
1070, 251, -0.27677,  0.1224,  0.02427,  0.55832,  0.93921
1071, 250, -0.21994,  0.14396,  0.01433,  0.5321,  0.80866
1072, 253, -0.27726,  0.12399, -1.36680E-06,  0.49983,  0.94009
1073, 251, -0.27677,  0.1224,  0.02427,  0.55832,  0.93921
1074, 249, -0.1477,  0.15126, -1.14160E-06,  0.49995,  0.64507
1075, 235, -0.14834,  0.14793,  0.01255,  0.53056,  0.64692
1076, 234, -0.12982,  0.1436,  0.0111,  0.52704,  0.6057
1077, 234, -0.12982,  0.1436,  0.0111,  0.52704,  0.6057
1078, 254, -0.12907,  0.14736, -1.11446E-06,  0.49997,  0.60355
1079, 249, -0.1477,  0.15126, -1.14160E-06,  0.49995,  0.64507
1080, 254, -0.12907,  0.14736, -1.11446E-06,  0.49997,  0.60355
1081, 234, -0.12982,  0.1436,  0.0111,  0.52704,  0.6057
1082, 241, -0.11306,  0.1397,  0.00868,  0.52272,  0.56839
1083, 241, -0.11306,  0.1397,  0.00868,  0.52272,  0.56839
1084, 247, -0.11352,  0.14411, -1.09180E-06,  0.49998,  0.5675
1085, 254, -0.12907,  0.14736, -1.11446E-06,  0.49997,  0.60355
1086, 250, -0.21994,  0.14396,  0.01433,  0.5321,  0.80866
1087, 255, -0.21998,  0.14528, -1.26104E-06,  0.49988,  0.80858
1088, 253, -0.27726,  0.12399, -1.36680E-06,  0.49983,  0.94009
1089, 255, -0.21998,  0.14528, -1.26104E-06,  0.49988,  0.80858
1090, 250, -0.21994,  0.14396,  0.01433,  0.5321,  0.80866
1091, 240, -0.17335,  0.14873,  0.01335,  0.53246,  0.70317
1092, 240, -0.17335,  0.14873,  0.01335,  0.53246,  0.70317
1093, 248, -0.17292,  0.1509, -1.18212E-06,  0.49993,  0.70193
1094, 255, -0.21998,  0.14528, -1.26104E-06,  0.49988,  0.80858
1095, 248, -0.17292,  0.1509, -1.18212E-06,  0.49993,  0.70193
1096, 249, -0.1477,  0.15126, -1.14160E-06,  0.49995,  0.64507
1097, 256, -0.14834,  0.14793, -0.01256,  0.46934,  0.6469
1098, 256, -0.14834,  0.14793, -0.01256,  0.46934,  0.6469
1099, 257, -0.17335,  0.14873, -0.01335,  0.46739,  0.70314
1100, 248, -0.17292,  0.1509, -1.18212E-06,  0.49993,  0.70193
1101, 255, -0.21998,  0.14528, -1.26104E-06,  0.49988,  0.80858
1102, 248, -0.17292,  0.1509, -1.18212E-06,  0.49993,  0.70193
1103, 257, -0.17335,  0.14873, -0.01335,  0.46739,  0.70314
1104, 257, -0.17335,  0.14873, -0.01335,  0.46739,  0.70314
1105, 256, -0.14834,  0.14793, -0.01256,  0.46934,  0.6469
1106, 258, -0.14868,  0.14313, -0.02793,  0.43183,  0.64822
1107, 258, -0.14868,  0.14313, -0.02793,  0.43183,  0.64822
1108, 259, -0.17329,  0.1444, -0.0308,  0.42483,  0.7035
1109, 257, -0.17335,  0.14873, -0.01335,  0.46739,  0.70314
1110, 259, -0.17329,  0.1444, -0.0308,  0.42483,  0.7035
1111, 258, -0.14868,  0.14313, -0.02793,  0.43183,  0.64822
1112, 260, -0.14945,  0.13672, -0.04351,  0.39846,  0.65071
1113, 261, -0.17348,  0.139, -0.04657,  0.39258,  0.70457
1114, 259, -0.17329,  0.1444, -0.0308,  0.42483,  0.7035
1115, 260, -0.14945,  0.13672, -0.04351,  0.39846,  0.65071
1116, 258, -0.14868,  0.14313, -0.02793,  0.43183,  0.64822
1117, 262, -0.13073,  0.13085, -0.04013,  0.40335,  0.60922
1118, 260, -0.14945,  0.13672, -0.04351,  0.39846,  0.65071
1119, 263, -0.13036,  0.13845, -0.0247,  0.4397,  0.6075
1120, 258, -0.14868,  0.14313, -0.02793,  0.43183,  0.64822
1121, 256, -0.14834,  0.14793, -0.01256,  0.46934,  0.6469
1122, 258, -0.14868,  0.14313, -0.02793,  0.43183,  0.64822
1123, 263, -0.13036,  0.13845, -0.0247,  0.4397,  0.6075
1124, 262, -0.13073,  0.13085, -0.04013,  0.40335,  0.60922
1125, 256, -0.14834,  0.14793, -0.01256,  0.46934,  0.6469
1126, 264, -0.12982,  0.1436, -0.0111,  0.47289,  0.60568
1127, 263, -0.13036,  0.13845, -0.0247,  0.4397,  0.6075
1128, 264, -0.12982,  0.1436, -0.0111,  0.47289,  0.60568
1129, 265, -0.1123,  0.13304, -0.02142,  0.44772,  0.56746
1130, 263, -0.13036,  0.13845, -0.0247,  0.4397,  0.6075
1131, 265, -0.1123,  0.13304, -0.02142,  0.44772,  0.56746
1132, 264, -0.12982,  0.1436, -0.0111,  0.47289,  0.60568
1133, 266, -0.11306,  0.1397, -0.00868,  0.47724,  0.56837
1134, 266, -0.11306,  0.1397, -0.00868,  0.47724,  0.56837
1135, 264, -0.12982,  0.1436, -0.0111,  0.47289,  0.60568
1136, 254, -0.12907,  0.14736, -1.11446E-06,  0.49997,  0.60355
1137, 265, -0.1123,  0.13304, -0.02142,  0.44772,  0.56746
1138, 266, -0.11306,  0.1397, -0.00868,  0.47724,  0.56837
1139, 267, -0.09571,  0.13377, -0.01795,  0.45617,  0.53001
1140, 267, -0.09571,  0.13377, -0.01795,  0.45617,  0.53001
1141, 266, -0.11306,  0.1397, -0.00868,  0.47724,  0.56837
1142, 268, -0.0986,  0.13996, -0.00642,  0.48155,  0.5374
1143, 269, -0.09942,  0.12627, -0.03365,  0.41788,  0.53922
1144, 265, -0.1123,  0.13304, -0.02142,  0.44772,  0.56746
1145, 267, -0.09571,  0.13377, -0.01795,  0.45617,  0.53001
1146, 270, -0.11096,  0.12619, -0.03638,  0.41055,  0.56522
1147, 262, -0.13073,  0.13085, -0.04013,  0.40335,  0.60922
1148, 263, -0.13036,  0.13845, -0.0247,  0.4397,  0.6075
1149, 263, -0.13036,  0.13845, -0.0247,  0.4397,  0.6075
1150, 265, -0.1123,  0.13304, -0.02142,  0.44772,  0.56746
1151, 270, -0.11096,  0.12619, -0.03638,  0.41055,  0.56522
1152, 270, -0.11096,  0.12619, -0.03638,  0.41055,  0.56522
1153, 265, -0.1123,  0.13304, -0.02142,  0.44772,  0.56746
1154, 269, -0.09942,  0.12627, -0.03365,  0.41788,  0.53922
1155, 271, -0.10996,  0.12023, -0.05027,  0.37705,  0.56367
1156, 262, -0.13073,  0.13085, -0.04013,  0.40335,  0.60922
1157, 270, -0.11096,  0.12619, -0.03638,  0.41055,  0.56522
1158, 272, -0.13172,  0.12479, -0.05395,  0.37135,  0.61215
1159, 262, -0.13073,  0.13085, -0.04013,  0.40335,  0.60922
1160, 271, -0.10996,  0.12023, -0.05027,  0.37705,  0.56367
1161, 273, -0.15016,  0.13084, -0.05712,  0.36823,  0.653
1162, 262, -0.13073,  0.13085, -0.04013,  0.40335,  0.60922
1163, 272, -0.13172,  0.12479, -0.05395,  0.37135,  0.61215
1164, 260, -0.14945,  0.13672, -0.04351,  0.39846,  0.65071
1165, 262, -0.13073,  0.13085, -0.04013,  0.40335,  0.60922
1166, 273, -0.15016,  0.13084, -0.05712,  0.36823,  0.653
1167, 261, -0.17348,  0.139, -0.04657,  0.39258,  0.70457
1168, 260, -0.14945,  0.13672, -0.04351,  0.39846,  0.65071
1169, 273, -0.15016,  0.13084, -0.05712,  0.36823,  0.653
1170, 270, -0.11096,  0.12619, -0.03638,  0.41055,  0.56522
1171, 274, -0.09741,  0.12, -0.04814,  0.38147,  0.53543
1172, 271, -0.10996,  0.12023, -0.05027,  0.37705,  0.56367
1173, 274, -0.09741,  0.12, -0.04814,  0.38147,  0.53543
1174, 270, -0.11096,  0.12619, -0.03638,  0.41055,  0.56522
1175, 269, -0.09942,  0.12627, -0.03365,  0.41788,  0.53922
1176, 275, -0.21888,  0.14009, -0.03471,  0.42116,  0.8067
1177, 259, -0.17329,  0.1444, -0.0308,  0.42483,  0.7035
1178, 261, -0.17348,  0.139, -0.04657,  0.39258,  0.70457
1179, 246, -0.10007,  0.14397, -1.07043E-06,  0.49999,  0.53863
1180, 268, -0.0986,  0.13996, -0.00642,  0.48155,  0.5374
1181, 266, -0.11306,  0.1397, -0.00868,  0.47724,  0.56837
1182, 266, -0.11306,  0.1397, -0.00868,  0.47724,  0.56837
1183, 247, -0.11352,  0.14411, -1.09180E-06,  0.49998,  0.5675
